State: [[ 0.60972727  1.          0.63196874  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: -5, Episode: 1, Step: 2
  0.75      ]], Action: 0, Reward: 25, Score: 5924.75, Episode: 1, Step: 2695
State: [[0.39223871 1.         0.49781025 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 5949.75, Episode: 1, Step: 2696
State: [[0.44931359 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 5974.75, Episode: 1, Step: 2697
State: [[0.62410828 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 5964.75, Episode: 1, Step: 2698
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 3, Reward: 20, Score: 5984.75, Episode: 1, Step: 2699
State: [[ 0.87556763  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 5979.75, Episode: 1, Step: 2700
State: [[ 0.7576937  1.         1.         1.         0.25       0.75
  -0.75     ]], Action: 3, Reward: 20, Score: 5999.75, Episode: 1, Step: 2701
State: [[ 0.70290028  0.99808968  1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 6019.75, Episode: 1, Step: 2702
State: [[ 0.69332151  1.          0.82173376  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 6039.75, Episode: 1, Step: 2703
State: [[ 0.6755548   1.          0.61408229  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: 6059.75, Episode: 1, Step: 2704
State: [[0.65982072 1.         0.44061554 0.88820665 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 6079.75, Episode: 1, Step: 2705
State: [[0.71421083 1.         0.31350233 0.47852615 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6104.75, Episode: 1, Step: 2706
State: [[0.5447171  1.         0.31556315 0.8041213  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6129.75, Episode: 1, Step: 2707
State: [[0.53779904 1.         0.62345563 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 6154.75, Episode: 1, Step: 2708
State: [[0.61018991 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 6179.75, Episode: 1, Step: 2709
State: [[0.86661521 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 6169.75, Episode: 1, Step: 2710
State: [[ 1.          0.98911548  1.          0.9915234   0.5         0.5
  -0.25      ]], Action: 3, Reward: 20, Score: 6189.75, Episode: 1, Step: 2711
State: [[ 1.          0.84525388  1.          0.96945941  0.75        0.25
  -0.5       ]], Action: 3, Reward: -5, Score: 6184.75, Episode: 1, Step: 2712
State: [[ 0.89391345  0.77042698  1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 6179.75, Episode: 1, Step: 2713
State: [[ 0.85053075  0.86663502  1.          1.00388743  0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 6199.75, Episode: 1, Step: 2714
State: [[0.83731437 0.95624935 0.92405074 0.85553142 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 6219.75, Episode: 1, Step: 2715
State: [[0.81581243 0.77354373 0.78145232 0.7542779  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6244.75, Episode: 1, Step: 2716
State: [[0.8184407  0.81640396 0.79037208 0.63246246 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6269.75, Episode: 1, Step: 2717
State: [[0.8856868  0.74376304 0.56037344 0.61490172 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6294.75, Episode: 1, Step: 2718
State: [[0.85203247 0.62051    0.48926004 0.68123498 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6319.75, Episode: 1, Step: 2719
State: [[0.67839383 0.58415348 0.56141668 0.54386074 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6344.75, Episode: 1, Step: 2720
State: [[0.69037434 0.75767517 0.57330178 0.45074076 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6369.75, Episode: 1, Step: 2721
State: [[0.75687537 0.95932586 0.39759188 0.44452041 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6394.75, Episode: 1, Step: 2722
State: [[0.66524401 1.         0.33642778 0.69306783 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6419.75, Episode: 1, Step: 2723
State: [[0.56819897 1.         0.37645327 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 6444.75, Episode: 1, Step: 2724
State: [[0.56931267 1.         0.65686489 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 6469.75, Episode: 1, Step: 2725
State: [[0.61578813 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 6459.75, Episode: 1, Step: 2726
State: [[ 0.71756521  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 20, Score: 6479.75, Episode: 1, Step: 2727
State: [[ 0.67587592  1.          0.91414864  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 6499.75, Episode: 1, Step: 2728
State: [[ 0.6612372   1.          0.68316454  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 6519.75, Episode: 1, Step: 2729
State: [[ 0.63809395  1.          0.45053178  0.97855965  0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 6539.75, Episode: 1, Step: 2730
State: [[0.64591638 1.         0.35387266 0.73363529 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 6559.75, Episode: 1, Step: 2731
State: [[0.70301988 1.         0.2761949  0.39473174 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6584.75, Episode: 1, Step: 2732
State: [[0.52583008 1.         0.26127218 0.684521   0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6609.75, Episode: 1, Step: 2733
State: [[0.49051712 1.         0.33590199 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 6634.75, Episode: 1, Step: 2734
State: [[0.52808388 1.         0.77304476 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 6659.75, Episode: 1, Step: 2735
State: [[0.67713564 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 6649.75, Episode: 1, Step: 2736
State: [[ 0.91804196  1.          1.          1.          0.5         0.5
  -0.25      ]], Action: 3, Reward: 20, Score: 6669.75, Episode: 1, Step: 2737
State: [[ 0.79945289  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 6664.75, Episode: 1, Step: 2738
State: [[ 0.73754121  0.97240377  1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 6684.75, Episode: 1, Step: 2739
State: [[ 0.71812505  1.          0.89009002  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 6704.75, Episode: 1, Step: 2740
State: [[ 0.69843296  1.          0.65323891  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 6724.75, Episode: 1, Step: 2741
State: [[ 0.68416647  1.          0.46204001  0.90359752  0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: 6744.75, Episode: 1, Step: 2742
State: [[0.71877918 1.         0.36455459 0.60883783 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 6764.75, Episode: 1, Step: 2743
State: [[0.81967738 0.93499443 0.29715907 0.36646352 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6789.75, Episode: 1, Step: 2744
State: [[0.58308671 1.         0.25806593 0.53692265 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6814.75, Episode: 1, Step: 2745
State: [[0.49218664 1.         0.29328774 0.87305496 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 6839.75, Episode: 1, Step: 2746
State: [[0.50166861 1.         0.59770664 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 6864.75, Episode: 1, Step: 2747
State: [[0.60591992 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 6889.75, Episode: 1, Step: 2748
State: [[1.  1.  1.  1.  0.5 0.5 0. ]], Action: 1, Reward: -10, Score: 6879.75, Episode: 1, Step: 2749
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.25]], Action: 3, Reward: -5, Score: 6874.75, Episode: 1, Step: 2750
State: [[ 1.          0.9158657   1.          0.98085435  1.          0.
  -0.5       ]], Action: 3, Reward: -5, Score: 6869.75, Episode: 1, Step: 2751
State: [[ 1.          0.81633407  1.          1.          1.25       -0.25
  -0.75      ]], Action: 3, Reward: -7.5, Score: 6862.25, Episode: 1, Step: 2752
State: [[ 0.85709302  0.80702696  1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -8.75, Score: 6853.5, Episode: 1, Step: 2753
State: [[ 0.83408079  0.89443784  1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 6873.5, Episode: 1, Step: 2754
State: [[ 0.81585338  1.          1.          1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: 20, Score: 6893.5, Episode: 1, Step: 2755
State: [[ 0.79882415  1.          0.78598118  1.          0.25        0.75
  -1.75      ]], Action: 3, Reward: 20, Score: 6913.5, Episode: 1, Step: 2756
State: [[ 0.8196611   1.          0.74055022  1.          0.25        0.75
  -2.        ]], Action: 3, Reward: 20, Score: 6933.5, Episode: 1, Step: 2757
State: [[ 0.9154602   1.          0.45945575  1.          0.5         0.5
  -2.25      ]], Action: 3, Reward: 20, Score: 6953.5, Episode: 1, Step: 2758
State: [[1.         1.         0.39170453 0.60191683 0.25       0.25
  0.75      ]], Action: 3, Reward: -5, Score: 6948.5, Episode: 1, Step: 2759
State: [[1.         1.         0.36748837 0.26331092 0.25       0.
  0.75      ]], Action: 0, Reward: 25, Score: 6973.5, Episode: 1, Step: 2760
State: [[ 0.96856196  1.          0.21030554  1.          0.5        -0.25
   0.5       ]], Action: 0, Reward: 25, Score: 6998.5, Episode: 1, Step: 2761
State: [[0.48525373 1.         0.40958127 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7023.5, Episode: 1, Step: 2762
State: [[0.40567678 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 7013.5, Episode: 1, Step: 2763
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 3, Reward: -5, Score: 7008.5, Episode: 1, Step: 2764
State: [[ 1.    1.    1.    1.    0.75  0.25 -0.5 ]], Action: 3, Reward: -5, Score: 7003.5, Episode: 1, Step: 2765
State: [[ 0.4366762  1.         1.         1.         0.25       0.75
  -0.75     ]], Action: 3, Reward: -5, Score: 6998.5, Episode: 1, Step: 2766
State: [[ 0.41467572  1.          1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 6993.5, Episode: 1, Step: 2767
State: [[ 0.41212093  1.          1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 6988.5, Episode: 1, Step: 2768
State: [[ 1.          1.          0.38977115  1.          0.5         0.5
  -1.5       ]], Action: 3, Reward: -5, Score: 6983.5, Episode: 1, Step: 2769
State: [[ 1.          1.          0.12349701  1.          0.75        0.25
  -1.75      ]], Action: 3, Reward: -5, Score: 6978.5, Episode: 1, Step: 2770
State: [[1.         1.         0.0746225  0.42305591 0.25       0.
  0.75      ]], Action: 3, Reward: -5, Score: 6973.5, Episode: 1, Step: 2771
State: [[ 1.          0.95556076  0.04100454  0.2523561   0.25       -0.25
   0.75      ]], Action: 0, Reward: 25, Score: 6998.5, Episode: 1, Step: 2772
State: [[0.18245665 1.         0.05073244 0.885666   0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7023.5, Episode: 1, Step: 2773
State: [[0.20778566 1.         0.24253571 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7048.5, Episode: 1, Step: 2774
State: [[0.27896593 1.         0.79507608 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7073.5, Episode: 1, Step: 2775
State: [[0.43356892 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 7063.5, Episode: 1, Step: 2776
State: [[ 0.80843965  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 7058.5, Episode: 1, Step: 2777
State: [[ 0.60971966  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 7078.5, Episode: 1, Step: 2778
State: [[ 0.527769    0.99578045  1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 7098.5, Episode: 1, Step: 2779
State: [[ 0.50650456  0.99977258  1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 7093.5, Episode: 1, Step: 2780
State: [[ 0.49767386  1.          0.58070623  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 7088.5, Episode: 1, Step: 2781
State: [[ 0.47269037  1.          0.27520696  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 7083.5, Episode: 1, Step: 2782
State: [[ 0.46117427  1.          0.20072169  1.          0.25        0.75
  -1.75      ]], Action: 3, Reward: -5, Score: 7078.5, Episode: 1, Step: 2783
State: [[0.47399979 1.         0.14296219 0.42619744 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 7073.5, Episode: 1, Step: 2784
State: [[0.69245545 1.         0.10133736 0.12419627 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7098.5, Episode: 1, Step: 2785
State: [[0.30800463 1.         0.07526525 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7123.5, Episode: 1, Step: 2786
State: [[0.263223   1.         0.25980207 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7148.5, Episode: 1, Step: 2787
State: [[0.26636074 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 7138.5, Episode: 1, Step: 2788
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 3, Reward: -5, Score: 7133.5, Episode: 1, Step: 2789
State: [[ 0.29109519  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 7128.5, Episode: 1, Step: 2790
State: [[ 0.27935087  1.          1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 7123.5, Episode: 1, Step: 2791
State: [[ 0.25977589  1.          1.          1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 7118.5, Episode: 1, Step: 2792
State: [[ 0.23604991  1.          1.          1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 7113.5, Episode: 1, Step: 2793
State: [[ 1.   1.   1.   1.   0.5  0.5 -1.5]], Action: 3, Reward: -5, Score: 7108.5, Episode: 1, Step: 2794
State: [[ 1.    1.    1.    1.    0.75  0.25 -1.75]], Action: 3, Reward: -5, Score: 7103.5, Episode: 1, Step: 2795
State: [[ 1.  1.  1.  1.  1.  0. -2.]], Action: 3, Reward: -5, Score: 7098.5, Episode: 1, Step: 2796
State: [[ 1.          1.          0.10081931  1.          1.25       -0.25
  -2.25      ]], Action: 3, Reward: -15.0, Score: 7083.5, Episode: 1, Step: 2797
State: [[ 1.          1.          1.00245772  1.          1.5        -0.5
  -2.5       ]], Action: 3, Reward: -16.25, Score: 7067.25, Episode: 1, Step: 2798
State: [[ 1.          1.          0.05063918  1.          1.75       -0.75
  -2.75      ]], Action: 3, Reward: -17.5, Score: 7049.75, Episode: 1, Step: 2799
State: [[ 1.          1.          0.05085197  0.99476461  2.         -1.
  -3.        ]], Action: 3, Reward: -18.75, Score: 7031.0, Episode: 1, Step: 2800
State: [[ 1.          1.          0.05066296  0.9831543   2.25       -1.25
  -3.25      ]], Action: 3, Reward: -20.0, Score: 7011.0, Episode: 1, Step: 2801
State: [[ 1.          1.          0.05136828  0.94916967  2.5        -1.5
  -3.5       ]], Action: 3, Reward: -21.25, Score: 6989.75, Episode: 1, Step: 2802
State: [[ 1.          1.          0.05471418  0.88612021  0.25       -1.75
   0.75      ]], Action: 3, Reward: -22.5, Score: 6967.25, Episode: 1, Step: 2803
State: [[ 1.          0.93184983  0.00555891  0.83296952  0.25       -2.
   0.75      ]], Action: 0, Reward: 25, Score: 6992.25, Episode: 1, Step: 2804
State: [[ 1.          0.93833906  0.0068054   0.82100679  0.25       -2.25
   0.75      ]], Action: 0, Reward: 25, Score: 7017.25, Episode: 1, Step: 2805
State: [[ 1.          0.94809892  0.00953017  0.8109019   0.25       -2.5
   0.75      ]], Action: 0, Reward: 25, Score: 7042.25, Episode: 1, Step: 2806
State: [[ 1.          0.95829851  0.07768798  0.80359334  0.25       -2.75
   0.75      ]], Action: 0, Reward: 25, Score: 7067.25, Episode: 1, Step: 2807
State: [[ 1.          0.96805693  0.08774529  0.79840937  0.25       -3.
   0.75      ]], Action: 0, Reward: 25, Score: 7092.25, Episode: 1, Step: 2808
State: [[0.11930541 0.9851639  0.09781234 0.79026114 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7117.25, Episode: 1, Step: 2809
State: [[0.15668935 1.         0.67124329 0.85211145 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7142.25, Episode: 1, Step: 2810
State: [[0.19241339 1.         0.64841917 0.86282934 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7167.25, Episode: 1, Step: 2811
State: [[0.19281703 1.         0.64246403 0.85388736 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7192.25, Episode: 1, Step: 2812
State: [[0.19305075 1.         0.63571783 0.84410701 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7217.25, Episode: 1, Step: 2813
State: [[0.28305944 1.         0.60853626 0.91417039 0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7242.25, Episode: 1, Step: 2814
State: [[0.76341466 1.         0.69028428 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7267.25, Episode: 1, Step: 2815
State: [[0.78073257 1.         0.99279553 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: 7292.25, Episode: 1, Step: 2816
State: [[ 0.87054995  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 20, Score: 7312.25, Episode: 1, Step: 2817
State: [[ 0.84127185  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 7332.25, Episode: 1, Step: 2818
State: [[ 0.82947918  1.          0.93915772  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 7352.25, Episode: 1, Step: 2819
State: [[ 0.80638903  1.          0.77784645  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 7372.25, Episode: 1, Step: 2820
State: [[ 0.81337051  1.          0.60030043  0.9562169   0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 7392.25, Episode: 1, Step: 2821
State: [[0.81165281 1.         0.44967726 0.56145649 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 7412.25, Episode: 1, Step: 2822
State: [[0.769153   0.7759283  0.38747283 0.37282179 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7437.25, Episode: 1, Step: 2823
State: [[0.73017985 1.         0.294415   0.4251039  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7462.25, Episode: 1, Step: 2824
State: [[0.5561324  1.         0.27942734 0.68686825 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7487.25, Episode: 1, Step: 2825
State: [[0.50991358 1.         0.37417331 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7512.25, Episode: 1, Step: 2826
State: [[0.53415135 1.         0.70198734 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7537.25, Episode: 1, Step: 2827
State: [[0.65374661 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 7527.25, Episode: 1, Step: 2828
State: [[ 0.86114524  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 20, Score: 7547.25, Episode: 1, Step: 2829
State: [[ 0.75314288  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 7567.25, Episode: 1, Step: 2830
State: [[ 0.71430616  1.          1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 7587.25, Episode: 1, Step: 2831
State: [[ 0.70351725  1.          0.82925813  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 7607.25, Episode: 1, Step: 2832
State: [[ 0.68289132  1.          0.60381827  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 7627.25, Episode: 1, Step: 2833
State: [[0.67489469 1.         0.42361193 0.82858185 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 7647.25, Episode: 1, Step: 2834
State: [[0.72386644 1.         0.32890957 0.5114743  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7672.25, Episode: 1, Step: 2835
State: [[0.56879906 1.         0.32930383 0.81126046 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7697.25, Episode: 1, Step: 2836
State: [[0.54940248 1.         0.50207192 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7722.25, Episode: 1, Step: 2837
State: [[0.59075163 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7747.25, Episode: 1, Step: 2838
State: [[0.71635255 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 7737.25, Episode: 1, Step: 2839
State: [[ 0.93101713  1.          1.          1.          0.5         0.5
  -0.25      ]], Action: 3, Reward: 20, Score: 7757.25, Episode: 1, Step: 2840
State: [[ 0.79566834  1.          0.97628135  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 7752.25, Episode: 1, Step: 2841
State: [[0.76042292 1.         0.91306701 0.88695709 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 7772.25, Episode: 1, Step: 2842
State: [[0.74667859 0.87892541 0.74054791 0.68081735 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7797.25, Episode: 1, Step: 2843
State: [[0.78224551 1.         0.64747714 0.64300647 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7822.25, Episode: 1, Step: 2844
State: [[0.8938865  1.         0.54905255 0.7179152  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 7847.25, Episode: 1, Step: 2845
State: [[0.75539692 1.         0.52096742 0.92294559 0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 7872.25, Episode: 1, Step: 2846
State: [[0.70409722 1.         0.77434764 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 7897.25, Episode: 1, Step: 2847
State: [[0.73342917 1.         1.         1.         0.25       0.75
  0.        ]], Action: 0, Reward: 25, Score: 7922.25, Episode: 1, Step: 2848
State: [[ 0.85511225  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 20, Score: 7942.25, Episode: 1, Step: 2849
State: [[ 0.80971411  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 7962.25, Episode: 1, Step: 2850
State: [[ 0.79702557  1.          0.94330697  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 7982.25, Episode: 1, Step: 2851
State: [[ 0.77986306  1.          0.81845193  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 8002.25, Episode: 1, Step: 2852
State: [[ 0.77036383  1.          0.56085555  0.95193585  0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 8022.25, Episode: 1, Step: 2853
State: [[0.83972015 1.         0.44486335 0.66074194 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 8042.25, Episode: 1, Step: 2854
State: [[1.         0.92289765 0.37296037 0.41928334 0.25       0.5
  0.75      ]], Action: 0, Reward: 25, Score: 8067.25, Episode: 1, Step: 2855
State: [[0.69728379 1.         0.32081438 0.53171491 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8092.25, Episode: 1, Step: 2856
State: [[0.55942224 1.         0.32906629 0.81825536 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8117.25, Episode: 1, Step: 2857
State: [[0.54765417 1.         0.52282856 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 8142.25, Episode: 1, Step: 2858
State: [[0.61243195 1.         1.         1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 8167.25, Episode: 1, Step: 2859
State: [[0.79067403 1.         1.         1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 8157.25, Episode: 1, Step: 2860
State: [[ 1.    1.    1.    1.    0.5   0.5  -0.25]], Action: 3, Reward: 20, Score: 8177.25, Episode: 1, Step: 2861
State: [[ 0.92508366  1.          1.          1.          0.75        0.25
  -0.5       ]], Action: 3, Reward: -5, Score: 8172.25, Episode: 1, Step: 2862
State: [[ 0.83731454  1.          1.          1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 8167.25, Episode: 1, Step: 2863
State: [[ 0.8100057  1.         1.         1.         0.25       0.75
  -1.       ]], Action: 3, Reward: 20, Score: 8187.25, Episode: 1, Step: 2864
State: [[0.79428385 0.96883479 0.85489163 0.89426161 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 8207.25, Episode: 1, Step: 2865
State: [[0.77362116 0.76032969 0.63518142 0.80265162 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8232.25, Episode: 1, Step: 2866
State: [[0.75624272 0.83311379 0.7202742  0.63869992 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8257.25, Episode: 1, Step: 2867
State: [[0.7939279  0.97320228 0.59860144 0.58230337 0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8282.25, Episode: 1, Step: 2868
State: [[0.87475414 1.         0.47530571 0.7330809  0.25       0.75
  0.75      ]], Action: 0, Reward: 25, Score: 8307.25, Episode: 1, Step: 2869
State: [[0.69241909 1.         0.47948307 0.93801891 0.25       0.75
  0.5       ]], Action: 0, Reward: 25, Score: 8332.25, Episode: 1, Step: 2870
State: [[0.66332827 1.         0.62688339 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 25, Score: 8357.25, Episode: 1, Step: 2871
State: [[0.7105041 1.        1.        1.        0.25      0.75      0.       ]], Action: 0, Reward: 25, Score: 8382.25, Episode: 1, Step: 2872
State: [[ 0.87169129  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 20, Score: 8402.25, Episode: 1, Step: 2873
State: [[ 0.79960366  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 20, Score: 8422.25, Episode: 1, Step: 2874
State: [[ 0.78537736  1.          0.99259909  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 20, Score: 8442.25, Episode: 1, Step: 2875
State: [[ 0.77269419  1.          0.84653613  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 20, Score: 8462.25, Episode: 1, Step: 2876
State: [[ 0.74992255  1.          0.61555971  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 20, Score: 8482.25, Episode: 1, Step: 2877
State: [[0.7726521  1.         0.48115612 0.81201791 0.25       0.75
  0.75      ]], Action: 3, Reward: 20, Score: 8502.25, Episode: 1, Step: 2878
State: [[1.         1.         0.36690652 0.43844912 0.25       0.5
  0.75      ]], Action: 0, Reward: 25, Score: 8527.25, Episode: 1, Step: 2879
