State, Action, Reward, Score, Episode, Step
State: [[0.83394299 1.         0.61193798 0.96358813 0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1437.0, Episode: 1, Step: 3399
State: [[0.78315657 1.         0.63980983 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1447.0, Episode: 1, Step: 3400
State: [[0.76255877 1.         0.72456408 1.         0.25       0.75
  0.        ]], Action: 3, Reward: -50, Score: 1397.0, Episode: 1, Step: 3401
State: [[ 0.75533167  1.          0.6443826   1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1407.0, Episode: 1, Step: 3402
State: [[ 0.76053781  1.          0.54540034  0.93973313  0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1417.0, Episode: 1, Step: 3403
State: [[0.78538596 1.         0.47519602 0.79957222 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: 1427.0, Episode: 1, Step: 3404
State: [[0.82283451 1.         0.43192086 0.65873915 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1437.0, Episode: 1, Step: 3405
State: [[0.72331243 1.         0.41696012 0.76786236 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1447.0, Episode: 1, Step: 3406
State: [[0.65677372 1.         0.42783422 0.87876077 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1457.0, Episode: 1, Step: 3407
State: [[0.63104448 1.         0.46635459 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1467.0, Episode: 1, Step: 3408
State: [[0.62807146 1.         0.58481835 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1477.0, Episode: 1, Step: 3409
State: [[0.64122181 1.         0.77492463 1.         0.25       0.75
  0.        ]], Action: 3, Reward: -50, Score: 1427.0, Episode: 1, Step: 3410
State: [[ 0.63706084  1.          0.72409363  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1437.0, Episode: 1, Step: 3411
State: [[ 0.62687263  1.          0.55380006  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1447.0, Episode: 1, Step: 3412
State: [[ 0.61177208  1.          0.43376449  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1457.0, Episode: 1, Step: 3413
State: [[0.60803896 1.         0.3778869  0.83648987 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: 1467.0, Episode: 1, Step: 3414
State: [[0.61295461 1.         0.32846497 0.72108191 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1477.0, Episode: 1, Step: 3415
State: [[0.5682921  1.         0.34410607 0.85618958 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1487.0, Episode: 1, Step: 3416
State: [[0.55294893 1.         0.41153204 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1497.0, Episode: 1, Step: 3417
State: [[0.5581183 1.        0.5391182 1.        0.25      0.75      0.25     ]], Action: 0, Reward: 10, Score: 1507.0, Episode: 1, Step: 3418
State: [[0.57216897 1.         0.72172526 1.         0.25       0.75
  0.        ]], Action: 3, Reward: -50, Score: 1457.0, Episode: 1, Step: 3419
State: [[ 0.56764518  1.          0.65845566  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1467.0, Episode: 1, Step: 3420
State: [[ 0.55868512  1.          0.46823654  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1477.0, Episode: 1, Step: 3421
State: [[ 0.54404367  1.          0.3690583   1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 1472.0, Episode: 1, Step: 3422
State: [[0.53694084 1.         0.31917058 0.82082298 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1467.0, Episode: 1, Step: 3423
State: [[0.53529386 1.         0.26753836 0.68179433 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1477.0, Episode: 1, Step: 3424
State: [[0.50329322 1.         0.28183701 0.79442128 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1487.0, Episode: 1, Step: 3425
State: [[0.4933252  1.         0.33649001 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1497.0, Episode: 1, Step: 3426
State: [[0.50020164 1.         0.57956937 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1507.0, Episode: 1, Step: 3427
State: [[0.51911177 1.         0.69016544 1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 1497.0, Episode: 1, Step: 3428
State: [[ 0.54703023  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1507.0, Episode: 1, Step: 3429
State: [[ 0.54390118  1.          0.73794843  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 1502.0, Episode: 1, Step: 3430
State: [[ 0.54030143  1.          0.6690266   1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1512.0, Episode: 1, Step: 3431
State: [[ 0.53269876  1.          0.49194762  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: 1522.0, Episode: 1, Step: 3432
State: [[ 0.52373555  1.          0.40104614  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1517.0, Episode: 1, Step: 3433
State: [[ 0.50905533  1.          0.3117446   1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1512.0, Episode: 1, Step: 3434
State: [[0.50221198 1.         0.25706357 0.70687532 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1507.0, Episode: 1, Step: 3435
State: [[0.50246033 1.         0.22422411 0.61027716 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1517.0, Episode: 1, Step: 3436
State: [[0.46933241 1.         0.23039894 0.68836258 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1527.0, Episode: 1, Step: 3437
State: [[0.45418533 1.         0.25854042 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1537.0, Episode: 1, Step: 3438
State: [[0.45592484 1.         0.349675   1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1547.0, Episode: 1, Step: 3439
State: [[0.47119849 1.         0.59219587 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1557.0, Episode: 1, Step: 3440
State: [[ 0.4942533   1.          0.72531336  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 1552.0, Episode: 1, Step: 3441
State: [[ 0.49306507  1.          0.65266899  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1562.0, Episode: 1, Step: 3442
State: [[ 0.48728182  1.          0.57830453  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1572.0, Episode: 1, Step: 3443
State: [[ 0.47820596  1.          0.35862584  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1567.0, Episode: 1, Step: 3444
State: [[ 0.4628189   1.          0.26789643  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1562.0, Episode: 1, Step: 3445
State: [[0.45239624 1.         0.21673513 0.67298182 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1557.0, Episode: 1, Step: 3446
State: [[0.44954436 1.         0.18248789 0.55897492 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1567.0, Episode: 1, Step: 3447
State: [[0.41955696 1.         0.19094156 0.65401984 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1577.0, Episode: 1, Step: 3448
State: [[0.40821378 1.         0.23256154 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1587.0, Episode: 1, Step: 3449
State: [[0.41606654 1.         0.48340845 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1597.0, Episode: 1, Step: 3450
State: [[0.44156503 1.         0.62373902 1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 1587.0, Episode: 1, Step: 3451
State: [[ 0.46927257  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1597.0, Episode: 1, Step: 3452
State: [[ 0.46605717  1.          0.67261414  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 1592.0, Episode: 1, Step: 3453
State: [[ 0.46160162  1.          0.58075902  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1602.0, Episode: 1, Step: 3454
State: [[ 0.45566261  1.          0.52733154  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1597.0, Episode: 1, Step: 3455
State: [[ 0.44471948  1.          0.29459024  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1592.0, Episode: 1, Step: 3456
State: [[ 0.43074458  1.          0.22601458  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1587.0, Episode: 1, Step: 3457
State: [[0.42127613 1.         0.18048764 0.6055806  0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1582.0, Episode: 1, Step: 3458
State: [[0.41876676 1.         0.14919377 0.49915779 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1592.0, Episode: 1, Step: 3459
State: [[0.38466781 1.         0.1519619  0.57798257 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1602.0, Episode: 1, Step: 3460
State: [[0.36750397 1.         0.18342907 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1612.0, Episode: 1, Step: 3461
State: [[0.37249573 1.         0.25118001 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1622.0, Episode: 1, Step: 3462
State: [[0.38485416 1.         0.48618938 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1632.0, Episode: 1, Step: 3463
State: [[ 0.40734329  1.          0.601678    1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 1627.0, Episode: 1, Step: 3464
State: [[ 0.40537591  1.          0.52850313  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1637.0, Episode: 1, Step: 3465
State: [[ 0.39943742  1.          0.46739684  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 1632.0, Episode: 1, Step: 3466
State: [[ 0.38819259  1.          0.2275026   1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1627.0, Episode: 1, Step: 3467
State: [[ 0.37421554  1.          0.17357778  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1622.0, Episode: 1, Step: 3468
State: [[0.36254889 1.         0.13398398 0.53239058 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1617.0, Episode: 1, Step: 3469
State: [[0.35743615 1.         0.10982632 0.43562209 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1627.0, Episode: 1, Step: 3470
State: [[0.33006223 1.         0.1109162  0.49666827 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1637.0, Episode: 1, Step: 3471
State: [[0.31427575 1.         0.12826059 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1647.0, Episode: 1, Step: 3472
State: [[0.3179456  1.         0.18566197 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1657.0, Episode: 1, Step: 3473
State: [[0.33545462 1.         0.44163506 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1667.0, Episode: 1, Step: 3474
State: [[ 0.36702097  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 1662.0, Episode: 1, Step: 3475
State: [[ 0.36557466  1.          0.52001656  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 1657.0, Episode: 1, Step: 3476
State: [[ 0.36202795  1.          0.46231203  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 1652.0, Episode: 1, Step: 3477
State: [[ 0.35268656  1.          0.22517223  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1647.0, Episode: 1, Step: 3478
State: [[ 0.34049008  1.          0.16554612  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1642.0, Episode: 1, Step: 3479
State: [[ 0.3283138   1.          0.13040736  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1637.0, Episode: 1, Step: 3480
State: [[0.31890851 1.         0.10434513 0.47890361 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1632.0, Episode: 1, Step: 3481
State: [[0.31224394 1.         0.08206196 0.38080265 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1642.0, Episode: 1, Step: 3482
State: [[0.27597206 1.         0.08308859 0.46046934 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1652.0, Episode: 1, Step: 3483
State: [[0.26668493 1.         0.10268193 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1662.0, Episode: 1, Step: 3484
State: [[0.27274295 1.         0.31607908 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1672.0, Episode: 1, Step: 3485
State: [[0.28745936 1.         0.37943944 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1682.0, Episode: 1, Step: 3486
State: [[ 0.31487926  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 1677.0, Episode: 1, Step: 3487
State: [[ 0.31394663  1.          0.44857881  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 1672.0, Episode: 1, Step: 3488
State: [[ 0.30882102  1.          0.38486907  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 1667.0, Episode: 1, Step: 3489
State: [[ 0.29992432  1.          0.15776898  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1662.0, Episode: 1, Step: 3490
State: [[ 0.28729319  0.9719972   0.11445613  0.94993649  0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1657.0, Episode: 1, Step: 3491
State: [[ 0.27415714  0.90362716  0.08842051  0.91563502  0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1652.0, Episode: 1, Step: 3492
State: [[0.26425047 0.78751824 0.06732873 0.33765317 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1647.0, Episode: 1, Step: 3493
State: [[0.25425425 0.71649109 0.04811986 0.25661569 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1657.0, Episode: 1, Step: 3494
State: [[0.21987185 0.68738681 0.04624281 0.27300113 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1667.0, Episode: 1, Step: 3495
State: [[0.20219446 0.69410427 0.05267294 0.66271497 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1677.0, Episode: 1, Step: 3496
State: [[0.20163127 0.74686166 0.07004647 0.59335774 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1687.0, Episode: 1, Step: 3497
State: [[0.21206225 0.8179061  0.20450138 0.55368857 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1697.0, Episode: 1, Step: 3498
State: [[0.23262307 0.88770462 0.24589752 0.53133484 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1707.0, Episode: 1, Step: 3499
State: [[0.26157028 1.         0.49818487 0.54074551 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1717.0, Episode: 1, Step: 3500
State: [[0.31594489 1.         0.44948504 0.5861822  0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1727.0, Episode: 1, Step: 3501
State: [[0.39250579 1.         0.42480538 0.70253022 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1737.0, Episode: 1, Step: 3502
State: [[0.50821177 1.         0.42037842 0.81111858 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1747.0, Episode: 1, Step: 3503
State: [[0.63774705 1.         0.45501156 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1757.0, Episode: 1, Step: 3504
State: [[0.62965292 1.         0.53649191 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1767.0, Episode: 1, Step: 3505
State: [[0.63545129 1.         0.71695507 1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 1757.0, Episode: 1, Step: 3506
State: [[ 0.64655492  1.          0.79370121  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1767.0, Episode: 1, Step: 3507
State: [[ 0.64244429  1.          0.73553794  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1777.0, Episode: 1, Step: 3508
State: [[ 0.63729411  1.          0.63768095  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1787.0, Episode: 1, Step: 3509
State: [[ 0.62548855  1.          0.51223591  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: 10, Score: 1797.0, Episode: 1, Step: 3510
State: [[ 0.6149936   1.          0.43457683  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: 10, Score: 1807.0, Episode: 1, Step: 3511
State: [[0.61257807 1.         0.37130686 0.82155153 0.25       0.75
  0.75      ]], Action: 3, Reward: 10, Score: 1817.0, Episode: 1, Step: 3512
State: [[0.62007048 1.         0.32606825 0.70668308 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1827.0, Episode: 1, Step: 3513
State: [[0.57949921 1.         0.32832256 0.77056588 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1837.0, Episode: 1, Step: 3514
State: [[0.55342459 1.         0.35466986 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1847.0, Episode: 1, Step: 3515
State: [[0.54907621 1.         0.44807288 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1857.0, Episode: 1, Step: 3516
State: [[0.55814703 1.         0.66298556 1.         0.25       0.75
  0.        ]], Action: 1, Reward: -10, Score: 1847.0, Episode: 1, Step: 3517
State: [[ 0.57711458  1.          0.76852137  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1857.0, Episode: 1, Step: 3518
State: [[ 0.57340925  1.          0.69070944  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1867.0, Episode: 1, Step: 3519
State: [[ 0.56493711  1.          0.51481041  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1877.0, Episode: 1, Step: 3520
State: [[ 0.55330202  1.          0.40892395  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1872.0, Episode: 1, Step: 3521
State: [[0.54080404 1.         0.33022586 0.84321826 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1867.0, Episode: 1, Step: 3522
State: [[0.53747033 1.         0.27839734 0.70246933 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1877.0, Episode: 1, Step: 3523
State: [[0.50749372 1.         0.30032609 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1887.0, Episode: 1, Step: 3524
State: [[0.50370505 1.         0.37177521 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1897.0, Episode: 1, Step: 3525
State: [[0.51559313 1.         0.61895235 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1907.0, Episode: 1, Step: 3526
State: [[ 0.53907567  1.          0.76569783  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: 10, Score: 1917.0, Episode: 1, Step: 3527
State: [[ 0.53761428  1.          0.69267882  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: 10, Score: 1927.0, Episode: 1, Step: 3528
State: [[ 0.5298724   1.          0.60802798  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1937.0, Episode: 1, Step: 3529
State: [[ 0.517794  1.        0.383987  1.        0.25      0.75     -1.      ]], Action: 3, Reward: 10, Score: 1947.0, Episode: 1, Step: 3530
State: [[ 0.50576231  1.          0.31364829  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1942.0, Episode: 1, Step: 3531
State: [[0.49761208 1.         0.25405416 0.70650912 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1937.0, Episode: 1, Step: 3532
State: [[0.49838627 1.         0.21235769 0.58719899 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1947.0, Episode: 1, Step: 3533
State: [[0.45529966 1.         0.22041535 0.68290909 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1957.0, Episode: 1, Step: 3534
State: [[0.44180404 1.         0.2484816  1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1967.0, Episode: 1, Step: 3535
State: [[0.4450524  1.         0.33399532 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 1977.0, Episode: 1, Step: 3536
State: [[0.46047778 1.         0.58477052 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 1987.0, Episode: 1, Step: 3537
State: [[ 0.48742876  1.          1.          1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 1982.0, Episode: 1, Step: 3538
State: [[ 0.48531882  1.          0.65126516  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 1977.0, Episode: 1, Step: 3539
State: [[ 0.48084935  1.          0.58510295  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: 10, Score: 1987.0, Episode: 1, Step: 3540
State: [[ 0.47258414  1.          0.37879851  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1982.0, Episode: 1, Step: 3541
State: [[ 0.46307587  1.          0.30094731  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1977.0, Episode: 1, Step: 3542
State: [[ 0.44862436  1.          0.23556872  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1972.0, Episode: 1, Step: 3543
State: [[0.44191419 1.         0.19428332 0.60629905 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1967.0, Episode: 1, Step: 3544
State: [[0.44237656 1.         0.15745359 0.49321598 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1977.0, Episode: 1, Step: 3545
State: [[0.39770647 1.         0.15677158 0.56313539 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1987.0, Episode: 1, Step: 3546
State: [[0.37610919 1.         0.17815623 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 1997.0, Episode: 1, Step: 3547
State: [[0.37754113 1.         0.23683486 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 2007.0, Episode: 1, Step: 3548
State: [[0.38969356 1.         0.48057253 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 2017.0, Episode: 1, Step: 3549
State: [[ 0.41241641  1.          0.59907188  1.          0.25        0.75
  -0.25      ]], Action: 3, Reward: -5, Score: 2012.0, Episode: 1, Step: 3550
State: [[ 0.41194947  1.          0.54722836  1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 2007.0, Episode: 1, Step: 3551
State: [[ 0.40545781  1.          0.47859472  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 2002.0, Episode: 1, Step: 3552
State: [[ 0.39764443  1.          0.25686811  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 1997.0, Episode: 1, Step: 3553
State: [[ 0.38654351  1.          0.20168282  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 1992.0, Episode: 1, Step: 3554
State: [[ 0.37335338  1.          0.15851004  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 1987.0, Episode: 1, Step: 3555
State: [[0.36631647 1.         0.12794025 0.4990832  0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1982.0, Episode: 1, Step: 3556
State: [[0.36342143 1.         0.10676186 0.42094293 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 1992.0, Episode: 1, Step: 3557
State: [[0.32854843 1.         0.10497013 0.4634828  0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 2002.0, Episode: 1, Step: 3558
State: [[0.31076465 1.         0.11400399 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 2012.0, Episode: 1, Step: 3559
State: [[0.30652502 1.         0.1418398  1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 2022.0, Episode: 1, Step: 3560
State: [[0.31507249 1.         0.37322711 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 2032.0, Episode: 1, Step: 3561
State: [[ 0.3336028  1.         0.459048   1.         0.25       0.75
  -0.25     ]], Action: 1, Reward: -5, Score: 2027.0, Episode: 1, Step: 3562
State: [[ 0.36405792  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 2022.0, Episode: 1, Step: 3563
State: [[ 0.36188894  1.          0.51178636  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 2017.0, Episode: 1, Step: 3564
State: [[ 0.35657249  1.          0.44202477  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 2012.0, Episode: 1, Step: 3565
State: [[ 0.3484937   1.          0.21798049  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 2007.0, Episode: 1, Step: 3566
State: [[ 0.33720178  1.          0.16374114  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 2002.0, Episode: 1, Step: 3567
State: [[ 0.3214818  1.         0.119274   1.         0.25       0.75
  -1.75     ]], Action: 3, Reward: -5, Score: 1997.0, Episode: 1, Step: 3568
State: [[0.31235501 1.         0.09207413 0.43127277 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 1992.0, Episode: 1, Step: 3569
State: [[0.30623183 1.         0.0736605  0.35513911 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 2002.0, Episode: 1, Step: 3570
State: [[0.27260382 1.         0.07270359 0.39860956 0.25       0.75
  0.75      ]], Action: 0, Reward: 10, Score: 2012.0, Episode: 1, Step: 3571
State: [[0.25601602 1.         0.07975086 1.         0.25       0.75
  0.5       ]], Action: 0, Reward: 10, Score: 2022.0, Episode: 1, Step: 3572
State: [[0.2533002  1.         0.09600091 1.         0.25       0.75
  0.25      ]], Action: 0, Reward: 10, Score: 2032.0, Episode: 1, Step: 3573
State: [[0.26238189 1.         0.31495193 1.         0.25       0.75
  0.        ]], Action: 0, Reward: 10, Score: 2042.0, Episode: 1, Step: 3574
State: [[ 0.27770196  1.          0.37885614  1.          0.25        0.75
  -0.25      ]], Action: 1, Reward: -5, Score: 2037.0, Episode: 1, Step: 3575
State: [[ 0.30286455  1.          1.          1.          0.25        0.75
  -0.5       ]], Action: 3, Reward: -5, Score: 2032.0, Episode: 1, Step: 3576
State: [[ 0.30194919  1.          0.42398053  1.          0.25        0.75
  -0.75      ]], Action: 3, Reward: -5, Score: 2027.0, Episode: 1, Step: 3577
State: [[ 0.29745884  1.          0.36858066  1.          0.25        0.75
  -1.        ]], Action: 3, Reward: -5, Score: 2022.0, Episode: 1, Step: 3578
State: [[ 0.28620304  1.          0.13868119  1.          0.25        0.75
  -1.25      ]], Action: 3, Reward: -5, Score: 2017.0, Episode: 1, Step: 3579
State: [[ 0.27501301  1.          0.10656486  1.          0.25        0.75
  -1.5       ]], Action: 3, Reward: -5, Score: 2012.0, Episode: 1, Step: 3580
State: [[0.26191915 1.         0.07831933 0.44927605 0.25       0.75
  0.75      ]], Action: 3, Reward: -5, Score: 2007.0, Episode: 1, Step: 3581
State: [[0.2511299  1.         0.06036691 0.36438423 0.25       0.75
